full_name,first_name,last_name,email,phone,brokerage,city,state,metro_area,license_number,license_state,years_experience,transactions_12mo,sales_volume,cream_fit_score,priority,priority_tier,rating,source,scraped_at
Joshua Richardson,Joshua,Richardson,joshua_richardson@sothebysrealty.com,(405) 258-7789,Windermere Real Estate,Fresno,CA,Fresno,CA566644,CA,4,45,33750000,73,B,B,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Brian Hill,Brian,Hill,brianhill88@exp.com,(404) 969-3684,HomeSmart,Dallas,TX,Dallas,TX989317,TX,5,35,12250000,95,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Larry Evans,Larry,Evans,larryevans@sothebysrealty.com,(919) 675-9715,Keller Williams,Bend,OR,Bend,OR636031,OR,3,8,4000000,70,C,C,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Murphy,Steven,Murphy,stevenmurphy@exp.com,(415) 949-6800,Sotheby's International Realty,Nashville,TN,Nashville,TN575837,TN,3,20,6400000,79,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Alexander Sanchez,Alexander,Sanchez,alexandersanchez60@weichert.com,(704) 551-2089,Better Homes and Gardens Real Estate,San Diego,CA,San Diego,CA420679,CA,6,12,9000000,82,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Debra White,Debra,White,debrawhite44@realtor.com,(602) 306-6412,HomeSmart,Nashville,TN,Nashville,TN704151,TN,8,30,9600000,82,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Rebecca Kelly,Rebecca,Kelly,rebecca.kelly@sothebysrealty.com,(317) 220-6791,Century 21,Riverside,CA,Riverside,CA294552,CA,1,12,9000000,62,B,B,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Young,Pamela,Young,pamelayoung@homesmart.com,(612) 461-1277,eXp Realty,Nashville,TN,Nashville,TN398487,TN,8,30,9600000,96,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Anthony James,Anthony,James,anthony_james@coldwellbanker.com,(919) 294-8662,Keller Williams,Miami,FL,Miami,FL361876,FL,8,16,6400000,78,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
John Reyes,John,Reyes,john.reyes@aol.com,(515) 990-7993,United Real Estate,Cleveland,OH,Cleveland,OH861469,OH,6,18,4500000,81,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Allen,Kathleen,Allen,kathleenallen@kw.com,(414) 369-2848,Compass,Pittsburgh,PA,Pittsburgh,PA820779,PA,4,18,5220000,70,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Collins,Joshua,Collins,jcollins@hotmail.com,(559) 668-9989,eXp Realty,San Jose,CA,San Jose,CA161013,CA,4,35,26250000,86,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Gutierrez,Joshua,Gutierrez,joshuagutierrez@weichert.com,(317) 954-7051,Berkshire Hathaway HomeServices,Chicago,IL,Chicago,IL951605,IL,7,25,7500000,82,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Steven White,Steven,White,stevenwhite20@yahoo.com,(405) 754-5019,Compass,Phoenix,AZ,Phoenix,AZ959430,AZ,10,25,11250000,78,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Murphy,Daniel,Murphy,daniel_murphy@gmail.com,(916) 874-6833,Local Brokerage,Kansas City,MO,Kansas City,MO362987,MO,5,15,3900000,74,B,B,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Ward,Justin,Ward,justinward69@sothebysrealty.com,(501) 591-5195,Coldwell Banker,Rochester,NY,Rochester,NY409911,NY,2,22,18700000,92,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Jennifer Rogers,Jennifer,Rogers,jenniferrogers39@sothebysrealty.com,(303) 831-9784,Zillow Premier Agent,Albuquerque,NM,Albuquerque,NM736650,NM,1,8,2200000,84,C,C,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Kevin Hill,Kevin,Hill,khill@sothebysrealty.com,(215) 399-3498,Better Homes and Gardens Real Estate,Atlanta,GA,Atlanta,GA667470,GA,4,12,3900000,70,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Betty Walker,Betty,Walker,betty_walker@exp.com,(305) 405-6603,Keller Williams,Los Angeles,CA,Los Angeles,CA564928,CA,6,40,30000000,88,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Karen Mitchell,Karen,Mitchell,kmitchell@century21.com,(502) 794-1250,Redfin,San Jose,CA,San Jose,CA498719,CA,5,12,9000000,67,A,A,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Carol Moore,Carol,Moore,carol.moore@compass.com,(520) 780-6353,Local Brokerage,Sacramento,CA,Sacramento,CA875359,CA,3,22,16500000,87,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Wilson,Robert,Wilson,rwilson@compass.com,(412) 699-2544,Zillow Premier Agent,San Diego,CA,San Diego,CA448579,CA,7,16,12000000,88,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Cruz,Kathleen,Cruz,kathleencruz81@remax.com,(702) 881-9839,Century 21,Austin,TX,Austin,TX796873,TX,5,50,17500000,92,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Michelle Parker,Michelle,Parker,michelle.parker@compass.com,(719) 858-3289,Keller Williams,Denver,CO,Denver,CO896565,CO,6,30,16500000,80,A,A,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Stewart,Thomas,Stewart,thomasstewart32@yahoo.com,(916) 630-6884,ERA Real Estate,Greenville,SC,Greenville,SC705012,SC,3,8,2320000,72,C,C,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Amy Gonzalez,Amy,Gonzalez,amygonzalez@gmail.com,(702) 642-5546,Berkshire Hathaway HomeServices,Austin,TX,Austin,TX829215,TX,10,40,14000000,92,A,A,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Margaret King,Margaret,King,margaret_king@weichert.com,(504) 311-2657,Better Homes and Gardens Real Estate,Kansas City,MO,Kansas City,MO311150,MO,4,15,3900000,74,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Nancy Ramos,Nancy,Ramos,nancy_ramos@compass.com,(423) 841-5262,RE/MAX,Charlotte,NC,Charlotte,NC743862,NC,4,10,3100000,85,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Michael White,Michael,White,michaelwhite@weichert.com,(502) 999-6752,Berkshire Hathaway HomeServices,St. Louis,MO,St. Louis,MO699383,MO,7,15,3900000,83,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Gomez,Cynthia,Gomez,cynthia.gomez@realtor.com,(504) 664-1227,Redfin,Madison,WI,Madison,WI226379,WI,5,6,1650000,68,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Miller,Kathleen,Miller,kathleen.miller@hotmail.com,(951) 817-8546,eXp Realty,Indianapolis,IN,Indianapolis,IN262906,IN,6,22,5280000,79,B,B,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Thompson,Emma,Thompson,emmathompson@sothebysrealty.com,(801) 477-1402,Local Brokerage,Kansas City,MO,Kansas City,MO524707,MO,12,28,7280000,84,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Kim,Joshua,Kim,jkim@gmail.com,(713) 701-2347,Corcoran Global Living,Washington,DC,Washington,DC539325,DC,6,20,14000000,90,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Emily Gray,Emily,Gray,egray@aol.com,(408) 383-1262,Zillow Premier Agent,Miami,FL,Miami,FL767417,FL,10,60,24000000,88,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Lisa Ortiz,Lisa,Ortiz,lisaortiz68@coldwellbanker.com,(813) 611-6220,Better Homes and Gardens Real Estate,Montgomery,AL,Montgomery,AL943659,AL,8,3,660000,88,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Michelle Jones,Michelle,Jones,michellejones@exp.com,(317) 386-4827,Coldwell Banker,Washington,DC,Washington,DC281787,DC,6,25,17500000,92,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Mitchell,Frank,Mitchell,frank_mitchell@coldwellbanker.com,(410) 345-7045,Compass,Austin,TX,Austin,TX597678,TX,5,50,17500000,96,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Christopher Murphy,Christopher,Murphy,christophermurphy31@outlook.com,(415) 702-8715,Windermere Real Estate,Fort Collins,CO,Fort Collins,CO759841,CO,6,10,5500000,85,C,C,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Richard Bennett,Richard,Bennett,richardbennett73@outlook.com,(404) 951-8671,Coldwell Banker,Salt Lake City,UT,Salt Lake City,UT253746,UT,3,28,14000000,80,B,B,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Kathleen Evans,Kathleen,Evans,kathleen_evans@kw.com,(515) 555-3752,Zillow Premier Agent,Fresno,CA,Fresno,CA866611,CA,2,18,13500000,85,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Melissa Ruiz,Melissa,Ruiz,melissaruiz64@realtor.com,(608) 685-6621,Better Homes and Gardens Real Estate,Dallas,TX,Dallas,TX589212,TX,15,30,10500000,96,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Benjamin Garcia,Benjamin,Garcia,benjamingarcia@compass.com,(215) 321-5818,Realty ONE Group,Las Vegas,NV,Las Vegas,NV967838,NV,5,8,3400000,69,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Cook,Joshua,Cook,jcook@hotmail.com,(303) 721-5760,United Real Estate,San Jose,CA,San Jose,CA222307,CA,10,35,26250000,93,A,A,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Watson,Helen,Watson,helenwatson59@sothebysrealty.com,(615) 216-6153,eXp Realty,Houston,TX,Houston,TX626682,TX,12,25,8750000,95,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Jonathan Howard,Jonathan,Howard,jhoward@remax.com,(313) 479-9816,Keller Williams,Mobile,AL,Mobile,AL134830,AL,1,12,2640000,72,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Donna Clark,Donna,Clark,donnaclark@yahoo.com,(801) 370-6724,Better Homes and Gardens Real Estate,Houston,TX,Houston,TX188279,TX,6,20,7000000,76,A,A,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Laura Collins,Laura,Collins,lauracollins@remax.com,(901) 200-4158,Sotheby's International Realty,Austin,TX,Austin,TX976593,TX,3,40,14000000,84,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Ronald Brown,Ronald,Brown,ronaldbrown@coldwellbanker.com,(505) 516-7367,Berkshire Hathaway HomeServices,Asheville,NC,Asheville,NC337014,NC,5,8,2480000,61,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Nelson,Frank,Nelson,fnelson@aol.com,(801) 977-7179,Windermere Real Estate,Louisville,KY,Louisville,KY323157,KY,4,10,2250000,63,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
William Davis,William,Davis,william_davis@yahoo.com,(502) 613-6719,eXp Realty,Oklahoma City,OK,Oklahoma City,OK736356,OK,5,35,7350000,74,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Patricia Cox,Patricia,Cox,patricia_cox@sothebysrealty.com,(216) 379-8977,Century 21,Denver,CO,Denver,CO122877,CO,5,50,27500000,74,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Sarah Jackson,Sarah,Jackson,sarahjackson@coldwellbanker.com,(501) 208-4801,Century 21,Orlando,FL,Orlando,FL537031,FL,5,12,4800000,65,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Stephanie Nguyen,Stephanie,Nguyen,stephanienguyen64@sothebysrealty.com,(504) 946-5731,Redfin,Richmond,VA,Richmond,VA279834,VA,8,22,8250000,95,B,B,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Edwards,Frank,Edwards,frank_edwards@kw.com,(864) 590-7610,Keller Williams,Miami,FL,Miami,FL950711,FL,8,50,20000000,97,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Walker,Mary,Walker,mwalker@yahoo.com,(505) 568-9430,Century 21,Cincinnati,OH,Cincinnati,OH146743,OH,4,8,2000000,78,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Reed,Helen,Reed,helenreed@kw.com,(303) 220-8830,Redfin,Dallas,TX,Dallas,TX636095,TX,6,25,8750000,100,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Stephanie Wood,Stephanie,Wood,stephaniewood38@homesmart.com,(865) 201-9869,Local Brokerage,Denver,CO,Denver,CO585138,CO,4,20,11000000,78,A,A,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
John Reyes,John,Reyes,johnreyes@weichert.com,(504) 767-6651,RE/MAX,Knoxville,TN,Knoxville,TN379593,TN,2,8,2560000,74,C,C,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Gregory Miller,Gregory,Miller,gregorymiller32@outlook.com,(612) 988-9880,CBRE,Atlanta,GA,Atlanta,GA191309,GA,8,50,16250000,95,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Hall,Paul,Hall,paul_hall@compass.com,(503) 757-2805,CBRE,Chicago,IL,Chicago,IL972821,IL,3,12,3600000,86,A,A,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Frank Cooper,Frank,Cooper,fcooper@compass.com,(513) 697-7824,Redfin,Greenville,SC,Greenville,SC193696,SC,2,8,2320000,64,C,C,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
David James,David,James,david.james@remax.com,(210) 912-3422,HomeSmart,Los Angeles,CA,Los Angeles,CA762066,CA,10,35,26250000,100,A,A,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Richard Williams,Richard,Williams,richard.williams@sothebysrealty.com,(865) 282-9322,RE/MAX,Atlanta,GA,Atlanta,GA597673,GA,15,25,8125000,81,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Nicole Diaz,Nicole,Diaz,nicole_diaz@kw.com,(405) 710-3908,Redfin,Chicago,IL,Chicago,IL408814,IL,8,30,9000000,79,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Dorothy Robinson,Dorothy,Robinson,drobinson@outlook.com,(602) 469-4056,CBRE,Cleveland,OH,Cleveland,OH814092,OH,3,4,1000000,68,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Brenda Collins,Brenda,Collins,brenda_collins@century21.com,(704) 866-5778,Century 21,Dallas,TX,Dallas,TX987220,TX,7,40,14000000,89,A,A,3.1,realtor_scraper,2026-05-02T07:06:13+00:00
Thomas Stewart,Thomas,Stewart,thomas.stewart@gmail.com,(504) 292-5467,Berkshire Hathaway HomeServices,Cincinnati,OH,Cincinnati,OH383692,OH,2,22,5500000,78,B,B,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
Kimberly Reyes,Kimberly,Reyes,kimberly.reyes@exp.com,(423) 716-8807,Coldwell Banker,Dallas,TX,Dallas,TX726139,TX,6,16,5600000,90,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Anderson,Daniel,Anderson,danielanderson@century21.com,(212) 555-3558,Keller Williams,Buffalo,NY,Buffalo,NY731644,NY,3,18,15300000,65,B,B,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Kimberly Rogers,Kimberly,Rogers,krogers@outlook.com,(520) 797-2011,Coldwell Banker,Orlando,FL,Orlando,FL356156,FL,5,28,11200000,83,B,B,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Helen Williams,Helen,Williams,helenwilliams@remax.com,(215) 340-5022,Redfin,Boise,ID,Boise,ID536767,ID,4,28,13300000,93,C,C,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Mary Diaz,Mary,Diaz,marydiaz97@hotmail.com,(515) 947-8412,RE/MAX,Salt Lake City,UT,Salt Lake City,UT381124,UT,1,28,14000000,83,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Ramos,Debra,Ramos,dramos@realtor.com,(504) 894-2403,Redfin,Nashville,TN,Nashville,TN595965,TN,4,16,5120000,76,A,A,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Mendoza,Justin,Mendoza,justin_mendoza@remax.com,(513) 797-2113,CBRE,Riverside,CA,Riverside,CA876350,CA,3,35,26250000,73,B,B,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Samuel Watson,Samuel,Watson,samuel_watson@kw.com,(210) 652-4479,Berkshire Hathaway HomeServices,Phoenix,AZ,Phoenix,AZ209284,AZ,10,16,7200000,94,A,A,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
John Watson,John,Watson,jwatson@aol.com,(303) 510-1086,Berkshire Hathaway HomeServices,Orlando,FL,Orlando,FL735142,FL,3,15,6000000,85,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Eric Sanchez,Eric,Sanchez,ericsanchez72@yahoo.com,(314) 677-2414,Sotheby's International Realty,Atlanta,GA,Atlanta,GA120770,GA,3,60,19500000,89,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
James Hill,James,Hill,jhill@weichert.com,(612) 580-3759,Coldwell Banker,Tallahassee,FL,Tallahassee,FL243850,FL,5,3,1200000,63,C,C,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Justin Martin,Justin,Martin,justinmartin@weichert.com,(216) 576-7386,Compass,Bend,OR,Bend,OR671292,OR,7,6,3000000,74,C,C,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Cynthia Lewis,Cynthia,Lewis,cynthialewis81@exp.com,(916) 809-6676,United Real Estate,Austin,TX,Austin,TX655541,TX,6,25,8750000,100,A,A,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Barbara Roberts,Barbara,Roberts,barbara.roberts@century21.com,(612) 463-9888,Better Homes and Gardens Real Estate,Bend,OR,Bend,OR673798,OR,2,20,10000000,79,C,C,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Jason Reyes,Jason,Reyes,jasonreyes@aol.com,(402) 361-6772,Weichert Realtors,Atlanta,GA,Atlanta,GA766615,GA,10,16,5200000,80,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Carol Collins,Carol,Collins,carol_collins@gmail.com,(504) 776-3144,Keller Williams,Mobile,AL,Mobile,AL365480,AL,4,6,1320000,83,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Martin,Paul,Martin,paulmartin75@gmail.com,(504) 226-4619,Zillow Premier Agent,Colorado Springs,CO,Colorado Springs,CO220613,CO,5,6,3300000,61,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Karen Rogers,Karen,Rogers,karen_rogers@sothebysrealty.com,(515) 230-3828,United Real Estate,Tampa,FL,Tampa,FL220812,FL,3,4,1600000,74,B,B,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Edward Rogers,Edward,Rogers,edwardrogers@kw.com,(206) 650-2850,Zillow Premier Agent,Santa Fe,NM,Santa Fe,NM959535,NM,2,12,3300000,74,C,C,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Daniel Torres,Daniel,Torres,daniel.torres@kw.com,(716) 882-4575,Windermere Real Estate,Tucson,AZ,Tucson,AZ765971,AZ,6,12,5400000,78,B,B,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Samuel Adams,Samuel,Adams,samueladams@coldwellbanker.com,(608) 585-9424,RE/MAX,Philadelphia,PA,Philadelphia,PA960482,PA,6,12,3480000,84,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Matthew Allen,Matthew,Allen,mallen@gmail.com,(617) 895-8629,Keller Williams,Birmingham,AL,Birmingham,AL866706,AL,7,18,3960000,76,B,B,4.2,realtor_scraper,2026-05-02T07:06:13+00:00
Edward Nelson,Edward,Nelson,edward_nelson@homesmart.com,(317) 776-7987,ERA Real Estate,Omaha,NE,Omaha,NE194545,NE,1,8,1840000,84,B,B,4.9,realtor_scraper,2026-05-02T07:06:13+00:00
Pamela Green,Pamela,Green,pamela_green@sothebysrealty.com,(208) 462-5777,Corcoran Global Living,Kansas City,MO,Kansas City,MO865786,MO,2,4,1040000,67,B,B,3.5,realtor_scraper,2026-05-02T07:06:13+00:00
Stephanie Martinez,Stephanie,Martinez,smartinez@century21.com,(585) 699-5380,HomeSmart,Minneapolis,MN,Minneapolis,MN394306,MN,2,20,7000000,69,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Robert Walker,Robert,Walker,robert.walker@exp.com,(504) 808-4057,Weichert Realtors,Minneapolis,MN,Minneapolis,MN606939,MN,10,16,5600000,74,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Brian Ward,Brian,Ward,brian_ward@realtor.com,(816) 217-9984,Realty ONE Group,Salt Lake City,UT,Salt Lake City,UT418344,UT,3,28,14000000,95,B,B,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Morgan,Elizabeth,Morgan,elizabeth_morgan@coldwellbanker.com,(504) 306-4338,Windermere Real Estate,San Francisco,CA,San Francisco,CA112277,CA,7,25,18750000,88,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Ward,Kenneth,Ward,kward@yahoo.com,(513) 618-1352,Coldwell Banker,Bend,OR,Bend,OR879046,OR,8,8,4000000,84,C,C,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Emma Scott,Emma,Scott,emma.scott@remax.com,(501) 232-7851,Redfin,Dallas,TX,Dallas,TX571434,TX,5,16,5600000,87,A,A,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Jeffrey Gutierrez,Jeffrey,Gutierrez,jeffrey.gutierrez@exp.com,(951) 481-7314,Coldwell Banker,Houston,TX,Houston,TX375845,TX,6,16,5600000,87,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Sharon Richardson,Sharon,Richardson,sharonrichardson@yahoo.com,(602) 257-4507,Century 21,Asheville,NC,Asheville,NC230757,NC,4,3,930000,69,C,C,3.2,realtor_scraper,2026-05-02T07:06:13+00:00
Charles Bailey,Charles,Bailey,charles_bailey@weichert.com,(317) 952-1153,United Real Estate,Pittsburgh,PA,Pittsburgh,PA403346,PA,1,12,3480000,83,B,B,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Sandra Green,Sandra,Green,sgreen@hotmail.com,(813) 543-2757,Corcoran Global Living,Seattle,WA,Seattle,WA861876,WA,8,30,18000000,93,A,A,4.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Stewart,Kenneth,Stewart,kstewart@homesmart.com,(951) 208-7841,Corcoran Global Living,Oklahoma City,OK,Oklahoma City,OK338282,OK,6,4,840000,75,B,B,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Christopher Reyes,Christopher,Reyes,christopherreyes@outlook.com,(919) 805-4618,Better Homes and Gardens Real Estate,Atlanta,GA,Atlanta,GA677899,GA,6,35,11375000,100,A,A,3.0,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Kim,Paul,Kim,paul.kim@coldwellbanker.com,(509) 936-5346,Berkshire Hathaway HomeServices,Chicago,IL,Chicago,IL273848,IL,6,20,6000000,91,A,A,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Paul Ruiz,Paul,Ruiz,paul.ruiz@exp.com,(402) 974-3965,RE/MAX,Jackson,MS,Jackson,MS562495,MS,2,10,1800000,83,C,C,3.4,realtor_scraper,2026-05-02T07:06:13+00:00
Kenneth Cox,Kenneth,Cox,kcox@realtor.com,(501) 510-1537,Berkshire Hathaway HomeServices,Pittsburgh,PA,Pittsburgh,PA632028,PA,2,10,2900000,73,B,B,4.6,realtor_scraper,2026-05-02T07:06:13+00:00
Patricia Evans,Patricia,Evans,pevans@aol.com,(206) 556-3661,Berkshire Hathaway HomeServices,Portland,OR,Portland,OR183978,OR,8,12,6000000,70,A,A,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Ronald White,Ronald,White,ronald.white@outlook.com,(916) 932-4075,RE/MAX,Des Moines,IA,Des Moines,IA892066,IA,7,6,1230000,71,C,C,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Charles Wood,Charles,Wood,cwood@compass.com,(407) 529-2918,Weichert Realtors,Little Rock,AR,Little Rock,AR736869,AR,2,6,1170000,68,C,C,4.7,realtor_scraper,2026-05-02T07:06:13+00:00
Donald Carter,Donald,Carter,donaldcarter41@weichert.com,(585) 738-4068,United Real Estate,Fort Collins,CO,Fort Collins,CO697240,CO,2,8,4400000,65,C,C,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
Richard Mendoza,Richard,Mendoza,rmendoza@weichert.com,(214) 790-2361,RE/MAX,Boston,MA,Boston,MA342186,MA,5,20,13000000,78,A,A,4.5,realtor_scraper,2026-05-02T07:06:13+00:00
Jacob Davis,Jacob,Davis,jacobdavis@hotmail.com,(504) 982-2468,eXp Realty,New Orleans,LA,New Orleans,LA248835,LA,10,8,1840000,79,B,B,5.0,realtor_scraper,2026-05-02T07:06:13+00:00
Brandon Edwards,Brandon,Edwards,brandonedwards@outlook.com,(205) 719-2909,Zillow Premier Agent,Indianapolis,IN,Indianapolis,IN586889,IN,4,28,6720000,70,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Nicholas Johnson,Nicholas,Johnson,nicholas.johnson@remax.com,(214) 866-2790,Compass,Phoenix,AZ,Phoenix,AZ732597,AZ,15,20,9000000,82,A,A,3.9,realtor_scraper,2026-05-02T07:06:13+00:00
Sandra Edwards,Sandra,Edwards,sandraedwards86@weichert.com,(719) 475-3585,Coldwell Banker,Birmingham,AL,Birmingham,AL935198,AL,4,4,880000,69,B,B,4.1,realtor_scraper,2026-05-02T07:06:13+00:00
Joshua Rodriguez,Joshua,Rodriguez,joshuarodriguez@coldwellbanker.com,(502) 780-8419,Realty ONE Group,Reno,NV,Reno,NV693771,NV,1,3,1275000,61,C,C,3.8,realtor_scraper,2026-05-02T07:06:13+00:00
Michael Roberts,Michael,Roberts,mroberts@outlook.com,(513) 612-1204,eXp Realty,Milwaukee,WI,Milwaukee,WI385036,WI,7,18,4950000,91,B,B,3.7,realtor_scraper,2026-05-02T07:06:13+00:00
Steven Morales,Steven,Morales,steven.morales@century21.com,(305) 914-7434,Realty ONE Group,Chicago,IL,Chicago,IL945751,IL,8,20,6000000,80,A,A,4.3,realtor_scraper,2026-05-02T07:06:13+00:00
Debra Roberts,Debra,Roberts,debra_roberts@coldwellbanker.com,(503) 383-3903,CBRE,Tucson,AZ,Tucson,AZ625766,AZ,3,15,6750000,88,B,B,4.8,realtor_scraper,2026-05-02T07:06:13+00:00
Elizabeth Phillips,Elizabeth,Phillips,elizabethphillips7@outlook.com,(303) 852-3982,Windermere Real Estate,Austin,TX,Austin,TX751930,TX,6,60,21000000,97,A,A,3.6,realtor_scraper,2026-05-02T07:06:13+00:00
William Kelly,William,Kelly,williamkelly@hotmail.com,(901) 844-5823,Keller Williams,Cedar Rapids,IA,Cedar Rapids,IA964781,IA,1,15,3075000,72,C,C,3.3,realtor_scraper,2026-05-02T07:06:13+00:00
Larry Williams,Larry,Williams,lwilliams@yahoo.com,(317) 344-2084,Weichert Realtors,Winston-Salem,NC,Winston-Salem,NC323381,NC,2,8,2480000,62,C,C,4.0,realtor_scraper,2026-05-02T07:06:13+00:00
